Tutorial Group,Student ID,Name,School,Gender,CGPA,Team Assigned
G-2,1726,Lara Li,CCEB,Female,4.2,Team 9
G-2,5103,Ki-Hoon Kim,CCDS,Male,04.03,Team 10
G-2,4453,Jesse Bennett,SSS,Male,04.03,Team 10
G-2,321,Anya Chua,SoH,Female,04.01,Team 10
G-2,3926,Gisela Tan,EEE,Female,4.19,Team 10
G-2,5226,Patricia Wong,CCEB,Female,4.18,Team 10
G-20,5381,Yoshiko Taniguchi,EEE,Female,3.88,Team 1
G-20,5216,Jasmine Hall,CEE,Female,4.12,Team 1
G-20,5653,Gaurav Dutta,SPMS,Male,4.18,Team 1
G-20,4912,Patrick Villanueva,SBS,Male,4.12,Team 1
G-20,3289,Natasha Wong,CoB (NBS),Female,4.1,Team 1
G-20,847,Huang Xin,EEE,Male,3.95,Team 2
G-20,5201,Cameron Hall,CoB (NBS),Male,04.02,Team 2
G-20,4883,Zeeshan Khan,SPMS,Male,4,Team 2
G-20,300,Kazuko Watanabe,SSS,Female,04.08,Team 2
G-20,4898,Priyanka Singh,CoB (NBS),Female,4.52,Team 2
G-20,976,Kartik Nair,MAE,Male,04.07,Team 3
G-20,2673,Jack Ng,CoE,Male,3.95,Team 3
G-20,5182,Emily Hill,CoB (NBS),Female,04.04,Team 3
G-20,2019,Yuki Tanaka,MSE,Female,4.14,Team 3
G-20,2579,Alice Liu,SPMS,Female,4.22,Team 3
G-20,104,Simon Li,CCDS,Male,3.88,Team 4
G-20,4270,Ivy Chan,CoB (NBS),Female,3.96,Team 4
G-20,62,Luna Lin,EEE,Female,4.14,Team 4
G-20,3895,Milo Li,SPMS,Male,4.19,Team 4
G-20,258,Yuna Tanaka,MAE,Female,4.18,Team 4
G-20,5123,Tanvi Kapoor,EEE,Female,3.86,Team 5
G-20,2658,Xiang Hong,EEE,Female,04.07,Team 5
G-20,4586,Yulianto Budi,CCDS,Male,4.2,Team 5
G-20,3248,Oliver Gray,MSE,Male,04.03,Team 5
G-20,5126,Quinn Rivera,CoB (NBS),Female,4.18,Team 5
G-20,3166,Jingwen,SBS,Female,04.05,Team 6
G-20,130,Ayush Desai,CoB (NBS),Male,04.01,Team 6
G-20,836,Greta Lin,ADM,Female,04.07,Team 6
G-20,3383,Mi-Ya Kim,MAE,Female,4.1,Team 6
G-20,4302,Huang Feng,EEE,Male,4.21,Team 6
G-20,1630,Miyuki Kobayashi,EEE,Female,4,Team 7
G-20,1519,Nguyen Huu Phuc,CCEB,Male,04.02,Team 7
G-20,5720,Emily Baker,CoE,Female,4.2,Team 7
G-20,5593,Jaden Walker,CoB (NBS),Male,4.12,Team 7
G-20,255,Jin Ping,CEE,Male,4.12,Team 7
G-20,1140,Truong Minh Quang,CoB (NBS),Male,3.85,Team 8
G-20,1499,Ishaan Mehta,CCDS,Male,04.03,Team 8
G-20,4005,Mia Wang,CoB (NBS),Female,4.1,Team 8
G-20,1433,Huanyu,EEE,Female,4.15,Team 8
G-20,604,Matthew Wu,LKCMedicine,Male,4.3,Team 8
G-20,3456,Harper Wright,EEE,Female,04.03,Team 9
G-20,1436,Yasir Shah,SPMS,Male,4,Team 9
G-20,3991,Bella Torres,SoH,Female,4.1,Team 9
G-20,3943,Mia Chang,CoB (NBS),Female,4.18,Team 9
G-20,886,Raghav Sharma,WKW SCI,Male,04.05,Team 9
G-20,826,Riya Chen,CoB (NBS),Female,4.1,Team 10
G-20,879,Gina Agustina,SBS,Female,4,Team 10
G-20,2092,Sanjay Tan,CEE,Male,3.96,Team 10
G-20,853,Hiroshi Kobayashi,EEE,Male,4.2,Team 10
G-20,3428,Abigail White,MAE,Female,4.11,Team 10
G-21,2077,Kali Chang,CCEB,Female,4.14,Team 1
G-21,2360,Joseph Lee,CoB (NBS),Male,04.01,Team 1
G-21,5512,Noel Pineda,CEE,Male,4.1,Team 1
G-21,5048,Kai Li Tan,SBS,Female,4.25,Team 1
G-21,3223,Zara Tan,SSS,Female,3.94,Team 1
G-21,1663,Hassan Nawaz,CoB (NBS),Male,3.95,Team 2
G-21,3165,Ursula Ng,MSE,Female,3.93,Team 2
G-21,1418,Aarav Mehta,CCDS,Male,4.18,Team 2
G-21,4575,Ivy Wong,SBS,Female,4.2,Team 2
G-21,3823,Sonya Khanna,ADM,Female,04.06,Team 2
G-21,1013,Pooja Sinha,SBS,Female,04.06,Team 3
G-21,3389,Boris Sergeyevich,CCDS,Male,4.17,Team 3
G-21,1720,Mei Ling Ong,MAE,Female,04.05,Team 3
G-21,121,Aria Rogers,CoB (NBS),Female,3.86,Team 3
G-21,2215,Liam Mitchell,ASE,Male,4.18,Team 3
G-21,4255,Leo Turner,CCDS,Male,04.04,Team 4
G-21,1316,Siti Aisyah Binti Ibrahim,CoB (NBS),Female,4.2,Team 4
G-21,1878,Zhao Wei Lim,ASE,Male,04.05,Team 4
G-21,1486,Zahra Nabila,SSS,Female,4.15,Team 4
G-21,3522,Rania Hussain,CCEB,Female,04.03,Team 4
G-21,5300,Zhaohui,CoB (NBS),Female,3.9,Team 5
G-21,4543,Sameer Khan,SBS,Male,04.03,Team 5
G-21,2365,Neha Patel,CCDS,Female,04.09,Team 5
G-21,2150,Gage Cooper,ASE,Male,4.17,Team 5
G-21,2512,Zoe Turner,SPMS,Female,4.15,Team 5
G-21,4067,Moxie Lin,CoB (NBS),Female,4.11,Team 6
G-21,304,Samuel Tan,CCDS,Male,3.88,Team 6
G-21,817,Calvin Bell,CEE,Male,4.18,Team 6
G-21,2549,Chloe Collins,EEE,Female,4.16,Team 6
G-21,5686,Sita Sharma,CCEB,Female,4,Team 6
G-21,2784,Kevin Lee,CCEB,Male,3.9,Team 7
G-21,596,Beckett Liu,CCDS,Male,04.01,Team 7
G-21,4385,Helena Lam,ADM,Female,4.12,Team 7
G-21,3455,Yvonne Tan,MAE,Female,04.03,Team 7
G-21,3112,Raymond Lim,CEE,Male,4.25,Team 7
G-21,2120,Pooja Aggarwal,MSE,Female,4,Team 8
G-21,5555,Jin Hua,CoB (NBS),Male,3.97,Team 8
G-21,1203,Hanh Nguyen,SPMS,Female,4.1,Team 8
G-21,681,Ananya Jain,CCDS,Female,4.19,Team 8
G-21,2743,Dante Li,CCEB,Male,04.06,Team 8
G-21,3776,Sharon Tan,CoB (NBS),Female,3.91,Team 9
G-21,4462,Katherine Lee,SSS,Female,04.02,Team 9
G-21,3852,Neelam Agarwal,CCDS,Female,04.09,Team 9
G-21,3258,Dylan Walker,MAE,Male,4.22,Team 9
G-21,5775,Rio Yang,CoE,Male,4.12,Team 9
G-21,3994,Rebecca Ong,SBS,Female,4.13,Team 10
G-21,4247,Bodhi Li,SPMS,Male,04.02,Team 10
G-21,436,Jaxon Bennett,CoE,Male,4.1,Team 10
G-21,2977,Pooja Joshi,MAE,Female,3.88,Team 10
G-21,1882,Demi Zhao,CCDS,Female,4.18,Team 10
G-22,452,Zhang Lian,EEE,Male,04.04,Team 1
G-22,680,Emily Nguyen,CoB (NBS),Female,3.94,Team 1
G-22,3819,Jameelah Binti Ali,CEE,Female,04.05,Team 1
G-22,815,Alia Bin Zul,NIE,Male,4.15,Team 1
G-22,4571,Zoe Wang,SBS,Female,4.22,Team 1
G-22,654,Natasha Ng,ADM,Female,4,Team 2
G-22,1685,Yao Liu,EEE,Male,04.02,Team 2
G-22,2352,Serena Chang,EEE,Female,04.05,Team 2
G-22,5160,Soniya Bhatia,CoB (NBS),Female,4.2,Team 2
G-22,4366,Jonathan Ramirez,CEE,Male,4.19,Team 2
G-22,1933,Upton Reyes,CCDS,Male,3.88,Team 3
G-22,2126,Aaron White,EEE,Male,4.19,Team 3
G-22,2160,Weimin,MAE,Female,4.1,Team 3
G-22,5598,Hugo Lee,CoB (NBS),Male,4.14,Team 3
G-22,5233,Neelam Sharma,SPMS,Female,04.09,Team 3
G-22,2056,Putri Ayu,EEE,Female,4,Team 4
G-22,4484,Aamir Khan,SoH,Male,04.04,Team 4
G-22,3203,Rohan Chaudhary,CCDS,Male,04.03,Team 4
G-22,3667,Andrew Yang,CoB (NBS),Male,4.22,Team 4
G-22,5535,Rina Devi,SBS,Female,4.19,Team 4
G-22,5375,Liam Young,CoE,Male,04.02,Team 5
G-22,292,Zhi Zhen,EEE,Male,4.15,Team 5
G-22,2327,Harini Rao,CCDS,Female,4.17,Team 5
G-22,2356,Ariana Cox,SSS,Female,4.14,Team 5
G-22,4278,Alia Binti Mohd,CoB (NBS),Female,4,Team 5
G-22,989,Paloma Chang,CCDS,Female,3.96,Team 6
G-22,2281,Shi Lian,EEE,Female,4,Team 6
G-22,4836,Cristian Martinez,EEE,Male,04.03,Team 6
G-22,3541,Raghav Singh,SSS,Male,4.15,Team 6
G-22,763,Brielle Scarlett,CEE,Female,4.27,Team 6
G-22,1163,Cassandra Tan,CCDS,Female,4.17,Team 7
G-22,983,Min-Seo Park,CCEB,Female,3.86,Team 7
G-22,3024,Thuy Le,CEE,Female,4.18,Team 7
G-22,5194,Carter White,EEE,Male,4,Team 7
G-22,5358,Samuel Davis,WKW SCI,Male,4.14,Team 7
G-22,878,Kenshin Nakamura,CCDS,Male,04.02,Team 8
G-22,3238,Omer Shah,EEE,Male,04.08,Team 8
G-22,2462,Viola Lim,SSS,Female,04.05,Team 8
G-22,3100,Ningzhi,CoE,Female,4.15,Team 8
G-22,5793,Asher Young,CoB (NBS),Male,4.13,Team 8
G-22,1672,Hani Binti Ahmad,CCEB,Female,3.85,Team 9
G-22,1987,Eugene Lim,CoB (NBS),Male,04.05,Team 9
G-22,747,Zain Bin Mohd,EEE,Male,04.05,Team 9
G-22,4795,Lucy Cooper,EEE,Female,4.17,Team 9
G-22,386,Joni Chang,CCDS,Female,4.21,Team 9
G-22,2293,Nurul Izzati,EEE,Female,3.94,Team 10
G-22,2428,Andrew Cheung,NIE,Male,04.03,Team 10
G-22,4436,Aarohi Kapoor,CoB (NBS),Female,04.08,Team 10
G-22,368,Kenneth Tan,CCDS,Male,4.18,Team 10
G-22,4847,Mei Ling,CCEB,Female,4.13,Team 10
G-23,2973,Ahsan Shah,CEE,Male,4.18,Team 1
G-23,3379,Benjamin Lee,CCEB,Male,04.02,Team 1
G-23,1943,Jia Chen,CCDS,Female,4.12,Team 1
G-23,4095,Carlito Morales,SoH,Male,4.11,Team 1
G-23,3091,Tanya Bhatia,CoB (NBS),Female,3.86,Team 1
G-23,4895,Kira Cruz,CCDS,Female,3.92,Team 2
G-23,1942,Jaxon Jenkins,ADM,Male,4.17,Team 2
G-23,4834,Vincent Lopez,WKW SCI,Male,04.01,Team 2
G-23,2664,Rhea Mehta,MAE,Female,4.16,Team 2
G-23,2416,Lihua,EEE,Male,4.15,Team 2
G-23,840,Ningqi,CoB (NBS),Female,3.9,Team 3
G-23,445,Amina Binti Ali,SBS,Female,3.8,Team 3
G-23,3061,Victoria Sanchez,ADM,Female,4.15,Team 3
G-23,434,Jasper Chen,EEE,Male,4.18,Team 3
G-23,2363,Zheng Yu Lim,MAE,Male,4.3,Team 3
G-23,470,Cleo Carter,CoB (NBS),Female,04.01,Team 4
G-23,5068,Oksana Sergeyevna,EEE,Female,04.01,Team 4
G-23,3333,Yasmin Reddy,MAE,Female,04.04,Team 4
G-23,1241,Hiroki Tanaka,SoH,Male,04.09,Team 4
G-23,4019,Joshua Li,CCDS,Male,4.48,Team 4
G-23,4036,Anya Chen,CCDS,Female,04.03,Team 5
G-23,5417,Nishant Kapoor,WKW SCI,Male,4,Team 5
G-23,5192,Yanzhi,SSS,Female,4.73,Team 5
G-23,5639,Eric Lim,CoB (NBS),Male,3.89,Team 5
G-23,685,Gregory Wong,EEE,Male,04.02,Team 5
G-23,769,Nai Li,CCDS,Male,3.93,Team 6
G-23,1012,Luna Phillips,SSS,Female,3.89,Team 6
G-23,3681,Owen Garcia,MAE,Male,04.09,Team 6
G-23,2145,Zac Johnson,CoE,Male,4.15,Team 6
G-23,5808,Elaine Tan,EEE,Female,4.22,Team 6
G-23,4354,Neha Reddy,SSS,Female,3.9,Team 7
G-23,924,Ella Liu,CoB (NBS),Female,04.01,Team 7
G-23,4471,Xiao Ling,SBS,Male,4.12,Team 7
G-23,512,Lucas Wang,CoE,Male,4.12,Team 7
G-23,3704,Sabrina Binti Ismail,CCDS,Female,4.2,Team 7
G-23,340,Liam Carter,MAE,Male,3.86,Team 8
G-23,5677,Yuzhi,CCDS,Female,4.1,Team 8
G-23,3851,Jin Wei,SBS,Male,4.11,Team 8
G-23,4667,Yu Zhang,CCDS,Female,04.06,Team 8
G-23,4617,Evelyn Adams,SPMS,Female,4.18,Team 8
G-23,4457,Ying Li,SSS,Female,3.86,Team 9
G-23,1791,Yuan Rui,CCDS,Male,4.14,Team 9
G-23,1625,Jamilah Binti Rahman,CoB (NBS),Female,04.05,Team 9
G-23,844,Mason Miller,SPMS,Male,4.1,Team 9
G-23,2903,Nash Zhao,CCEB,Male,4.15,Team 9
G-23,20,Siti Wong,SPMS,Female,04.03,Team 10
G-23,4923,Wyatt Reed,CEE,Male,04.02,Team 10
G-23,5236,Rida Javed,CoB (NBS),Female,04.09,Team 10
G-23,4800,Manoj Menon,CCDS,Male,4.18,Team 10
G-23,4513,Brielle Lin,SBS,Female,04.01,Team 10
G-24,1272,Maya Scott,SSS,Female,3.88,Team 1
G-24,1081,Zhen Li,CoE,Male,04.02,Team 1
G-24,1884,Althea Reyes,EEE,Female,4.12,Team 1
G-24,1187,Lucas Zhang,CCEB,Male,4.12,Team 1
G-24,5178,Irfan Khan,CEE,Male,4.1,Team 1
G-24,656,Oliver Li,CoB (NBS),Male,04.01,Team 2
G-24,77,Shila Binti Ali,EEE,Female,4,Team 2
G-24,3246,Johan Sari,CCDS,Male,04.03,Team 2
G-24,919,Piper Rivera,SoH,Female,4.26,Team 2
G-24,2449,Wei Lin Tan,CCEB,Male,04.05,Team 2
G-24,1264,Wen Jin Tan,SBS,Male,4,Team 3
G-24,2687,Kieran Yip,CoE,Male,04.04,Team 3
G-24,5298,Sylvia Liu,SoH,Female,04.03,Team 3
G-24,1614,Melody Tan,CCEB,Female,04.06,Team 3
G-24,384,Dustin Chen,EEE,Male,4.2,Team 3
G-24,707,Monica Yeo,CoE,Female,04.05,Team 4
G-24,1010,Vikram Gupta,EEE,Male,04.02,Team 4
G-24,1174,Daniel Johnson,SPMS,Male,3.86,Team 4
G-24,4515,Dustin Yang,CEE,Male,4.1,Team 4
G-24,5917,Mia Thomas,CCDS,Female,4.19,Team 4
G-24,5308,Silas Yang,NIE,Male,04.03,Team 5
G-24,2980,Tiffany Chua,EEE,Female,04.02,Team 5
G-24,2269,Kuan Tan,CCEB,Male,4.15,Team 5
G-24,509,Damon Carter,CoE,Male,3.9,Team 5
G-24,2841,Tahira Ali,SoH,Female,4.22,Team 5
G-24,1732,Owen Prabowo,CCDS,Male,4,Team 6
G-24,210,Eko Supriyanto,SoH,Male,04.05,Team 6
G-24,3135,Mia Moore,CCEB,Female,4,Team 6
G-24,400,Naina Choudhury,CoB (NBS),Female,04.05,Team 6
G-24,3656,Owen Yip,EEE,Male,4.18,Team 6
G-24,1286,Guo Wei,EEE,Male,4.18,Team 7
G-24,2610,Ankit Joshi,SoH,Male,3.86,Team 7
G-24,5931,Jack Murphy,CoB (NBS),Male,04.03,Team 7
G-24,3941,Willow Chang,SPMS,Female,4.1,Team 7
G-24,4937,Qiming,SSS,Female,4.1,Team 7
G-24,4293,Alisha Tan,CoB (NBS),Female,04.09,Team 8
G-24,5414,Jovian Huang,SPMS,Male,3.95,Team 8
G-24,4289,Ethan Jones,SBS,Male,4.22,Team 8
G-24,4381,Nathan Wu,MAE,Male,04.01,Team 8
G-24,1701,Jasmine Reed,CCDS,Female,04.02,Team 8
G-24,2937,Claire Jenkins,MSE,Female,3.86,Team 9
G-24,5642,David Tan,CCDS,Male,4.14,Team 9
G-24,2181,Nira Nair,CCEB,Female,04.09,Team 9
G-24,988,Aaliyah Santos,EEE,Female,4.18,Team 9
G-24,2758,Aiden Chan,CoB (NBS),Male,04.05,Team 9
G-24,3811,Isha Rani,SoH,Female,3.87,Team 10
G-24,4373,Zhang Lian,CEE,Male,04.06,Team 10
G-24,3356,Kumar Nair,SPMS,Male,4.18,Team 10
G-24,284,Meera Nair,CCEB,Female,4,Team 10
G-24,5699,Tian Yu,CoB (NBS),Male,4.15,Team 10
G-25,698,Ronald Tan,CCDS,Male,3.93,Team 1
G-25,1062,Wei Ling,CEE,Female,04.05,Team 1
G-25,1883,Sanya Ali,CoB (NBS),Female,4.12,Team 1
G-25,1980,Caleb Murphy,EEE,Male,4.11,Team 1
G-25,2251,Meera Prasad,SSS,Female,4.2,Team 1
G-25,3812,Zoe Johnson,CoB (NBS),Female,04.01,Team 2
G-25,1343,Devon Tan,SoH,Male,04.08,Team 2
G-25,3804,Luna Liu,MAE,Female,04.03,Team 2
G-25,4461,Katherine Tan,EEE,Female,4.17,Team 2
G-25,2647,Isaac Chen,WKW SCI,Male,4.18,Team 2
G-25,829,Lydia Kim,CoB (NBS),Female,4.22,Team 3
G-25,4300,Eddie Kwan,CoE,Male,04.02,Team 3
G-25,2749,Nishant Kumar,EEE,Male,4.1,Team 3
G-25,3638,Yue Ling,SoH,Female,04.09,Team 3
G-25,4879,Akira Fujimoto,CCEB,Female,04.03,Team 3
G-25,3077,Disha Sharma,SSS,Female,3.91,Team 4
G-25,2690,Maya Reddy,CoB (NBS),Female,4.14,Team 4
G-25,4277,Ananya Reddy,CEE,Female,4.1,Team 4
G-25,5066,Jason Lim,MAE,Male,4.1,Team 4
G-25,697,Yannick Dela Cruz,EEE,Male,4.17,Team 4
G-25,5761,Sanjay Nair,MAE,Male,04.01,Team 5
G-25,487,Adeline Ramirez,CoB (NBS),Female,04.04,Team 5
G-25,2566,Lydia White,SSS,Female,04.06,Team 5
G-25,3052,Jackson Adams,CEE,Male,4.15,Team 5
G-25,1303,Fiona Wong,SoH,Female,4.22,Team 5
G-25,4689,Mira Singh,ASE,Female,3.92,Team 6
G-25,194,Shafeeq Bin Ahmad,EEE,Male,04.05,Team 6
G-25,4935,Nancy Liu,NIE,Female,4.2,Team 6
G-25,5065,Shafika Binti Mohd,SSS,Female,4.15,Team 6
G-25,3778,Natsuki Sato,SPMS,Female,4.15,Team 6
G-25,4475,Sahara Chen,SoH,Female,3.92,Team 7
G-25,5920,Cathy Li,SPMS,Female,4.19,Team 7
G-25,1445,Giovanna Chen,MAE,Female,4.1,Team 7
G-25,1094,Daniel Wu,CoE,Male,04.06,Team 7
G-25,4377,Dante Zhang,CEE,Male,4.12,Team 7
G-25,5305,William Yip,NIE,Male,3.8,Team 8
G-25,2085,Kareem Shah,CoE,Male,04.05,Team 8
G-25,2182,Nicole Lee,MAE,Female,3.9,Team 8
G-25,3958,Natalie Ramirez,CCDS,Female,04.01,Team 8
G-25,5136,Liyana Binti Mohd,SoH,Female,4.73,Team 8
G-25,1188,Pooja Iyer,SBS,Female,04.03,Team 9
G-25,242,Eric Anderson,MAE,Male,4.22,Team 9
G-25,675,Zheng Yang,CoB (NBS),Male,04.02,Team 9
G-25,3190,Kira Tan,SPMS,Female,4.17,Team 9
G-25,2411,Linda Tan,CEE,Female,04.05,Team 9
G-25,5275,Min Jie Lim,CEE,Male,3.95,Team 10
G-25,5271,Dahlia Morales,CoB (NBS),Female,04.08,Team 10
G-25,3109,Carl Li,SBS,Male,04.09,Team 10
G-25,5497,Nora Wang,EEE,Female,4.23,Team 10
G-25,4755,Aisyah Mohd,MAE,Female,4.14,Team 10
G-26,5009,Jianjun,CEE,Female,4.2,Team 1
G-26,5094,Miki Aizawa,SBS,Female,4,Team 1
G-26,3557,Naomi Chen,CCDS,Female,4.1,Team 1
G-26,5098,Alia Bin Abd,ADM,Male,3.95,Team 1
G-26,2155,Victor Black,WKW SCI,Male,4.14,Team 1
G-26,1540,Layla Evans,CoB (NBS),Female,04.02,Team 2
G-26,1650,Siti Nurbaya,MAE,Female,04.05,Team 2
G-26,279,Felix Liu,EEE,Male,3.95,Team 2
G-26,204,Elena Leonova,ADM,Female,4.12,Team 2
G-26,3835,Jacob Wang,SoH,Male,4.26,Team 2
G-26,5219,Owen Lee,CCDS,Male,4.19,Team 3
G-26,3765,Aria Cook,CCDS,Female,04.01,Team 3
G-26,3366,Mohit Desai,CoE,Male,4.1,Team 3
G-26,2691,Ruby Lee,CCEB,Female,3.9,Team 3
G-26,3536,Hana Chan,MAE,Female,4.2,Team 3
G-26,4116,Yifan,SoH,Male,3.85,Team 4
G-26,574,Daphne Lim,MAE,Female,4.15,Team 4
G-26,1045,Diya Singh,CCDS,Female,04.09,Team 4
G-26,3590,Kelsey Lim,CoB (NBS),Female,04.02,Team 4
G-26,5058,Ryan Bennett,WKW SCI,Male,4.22,Team 4
G-26,1053,Milo Zhao,EEE,Male,4.1,Team 5
G-26,15,Eric Long,CCDS,Male,4.22,Team 5
G-26,1224,Nora Diaz,SoH,Female,3.89,Team 5
G-26,3730,Kazuko Nishida,CCEB,Female,4.17,Team 5
G-26,1342,Maria Lam,MAE,Female,04.04,Team 5
G-26,5521,Kendra Alvarado,EEE,Female,3.91,Team 6
G-26,5604,Eshan,SoH,Female,04.05,Team 6
G-26,3685,Rishabh Sharma,CoE,Male,04.06,Team 6
G-26,1800,Fariha Binti Mohd,MAE,Female,4.15,Team 6
G-26,2137,Desmond Tan,CCDS,Male,4.3,Team 6
G-26,301,Anita Khanna,CCDS,Female,3.95,Team 7
G-26,372,Hira Bukhari,EEE,Female,4.1,Team 7
G-26,2409,Quentin Chiu,SPMS,Male,04.06,Team 7
G-26,5880,Kira Yang,MSE,Female,04.03,Team 7
G-26,2574,James Zhao,LKCMedicine,Male,4.27,Team 7
G-26,5372,Riya Gupta,SBS,Female,04.03,Team 8
G-26,1260,Hafsa Khan,CCEB,Female,4.14,Team 8
G-26,4997,Puneet Kumar,MAE,Male,04.05,Team 8
G-26,3477,Jasmine Yeo,EEE,Female,3.9,Team 8
G-26,233,Ferdinand Villanueva,SSS,Male,4.27,Team 8
G-26,3204,Deepa Menon,CoB (NBS),Female,3.88,Team 9
G-26,285,Ibrahim Zain,EEE,Male,04.03,Team 9
G-26,1817,Vera Kuznetsova,LKCMedicine,Female,4.13,Team 9
G-26,4490,Sophie Chua,CCDS,Female,4.15,Team 9
G-26,3775,Ivy Tan,MSE,Female,4.19,Team 9
G-26,3254,Zoe Sanchez,MAE,Female,04.03,Team 10
G-26,3331,Hugo Wang,CCDS,Male,04.02,Team 10
G-26,3625,Vera Tan,CEE,Female,4,Team 10
G-26,4127,Fatin Binti Ahmad,EEE,Female,4.2,Team 10
G-26,47,Yuri Li,SBS,Male,4.2,Team 10
G-27,4880,Akira Yoshida,CoB (NBS),Female,4.15,Team 1
G-27,4239,Mohammed Sadiq,EEE,Male,3.75,Team 1
G-27,1232,Liana Goh,CCEB,Female,4.1,Team 1
G-27,4904,Nicolas Zhao,MAE,Male,4.12,Team 1
G-27,5892,Rhea Sharma,CCDS,Female,4.19,Team 1
G-27,3387,Riley Tsai,CoB (NBS),Female,3.92,Team 2
G-27,5076,Rekha Menon,EEE,Female,3.92,Team 2
G-27,872,Aria Wilson,SBS,Female,04.07,Team 2
G-27,3749,Jonathan Wong,CoE,Male,4.2,Team 2
G-27,1773,Daniel Baker,SPMS,Male,4.15,Team 2
G-27,4367,Santiago Garcia,MAE,Male,3.9,Team 3
G-27,1083,Shinji Saito,EEE,Male,4.1,Team 3
G-27,1821,Hannah Wang,SPMS,Female,4.1,Team 3
G-27,2002,Cynthia Sun,SSS,Female,04.06,Team 3
G-27,3702,Mira Ng,CCDS,Female,4.2,Team 3
G-27,5331,Alexander Hill,CoE,Male,04.08,Team 4
G-27,1767,Mei Xing,SBS,Female,04.09,Team 4
G-27,1844,Isabella Morris,EEE,Female,3.95,Team 4
G-27,3786,Anjali Tan,ADM,Female,4.15,Team 4
G-27,1122,Vinay Bhatia,CCDS,Male,4.18,Team 4
G-27,5436,Suri Chang,CoB (NBS),Female,4.16,Team 5
G-27,3727,Zaira Binti Karim,MAE,Female,04.05,Team 5
G-27,4711,Ella Young,ASE,Female,3.92,Team 5
G-27,137,Lucas Ramirez,EEE,Male,4,Team 5
G-27,3469,Khalil Khan,CCDS,Male,4.19,Team 5
G-27,705,Aarti Desai,CCDS,Female,04.02,Team 6
G-27,2195,Vikas Sharma,SPMS,Male,3.9,Team 6
G-27,3504,Alexis Lee,MSE,Female,4,Team 6
G-27,212,Karan Joshi,SoH,Male,4.17,Team 6
G-27,3196,Zara Bennett,CoB (NBS),Female,4.27,Team 6
G-27,5757,Sonia Bukhari,CoE,Female,4.1,Team 7
G-27,181,Kunal Patel,CoB (NBS),Male,3.97,Team 7
G-27,5347,Nadia Ali,LKCMedicine,Female,3.91,Team 7
G-27,2139,Brody Hughes,CCDS,Male,4.2,Team 7
G-27,790,Hui Chen,CCEB,Female,4.19,Team 7
G-27,2739,Jett Wu,MSE,Male,04.06,Team 8
G-27,196,Dominic Scott,SPMS,Male,04.09,Team 8
G-27,2127,Mila Collins,EEE,Female,3.87,Team 8
G-27,5456,Nora Wu,CEE,Female,04.01,Team 8
G-27,1449,Olivia Johnson,CCDS,Female,4.52,Team 8
G-27,5288,Talia Wang,CCEB,Female,4.17,Team 9
G-27,2259,Ella Safira,NIE,Female,4.2,Team 9
G-27,257,Arnav Kumar,CCDS,Male,3.85,Team 9
G-27,2022,Sana Iqbal,CoB (NBS),Female,04.02,Team 9
G-27,2166,Oscar Lee,MAE,Male,4.11,Team 9
G-27,961,Fei Hong Lim,CoB (NBS),Male,3.9,Team 10
G-27,578,Sadia Awan,MAE,Female,04.02,Team 10
G-27,1635,Minjie,CEE,Female,4.1,Team 10
G-27,3752,Tania Chan,SSS,Female,04.08,Team 10
G-27,703,Aarav Yadav,CoE,Male,4.3,Team 10
G-28,1413,Zach Lim,SPMS,Male,04.02,Team 1
G-28,3830,Ivy Pineda,CCEB,Female,4.22,Team 1
G-28,498,Emma Hall,CoB (NBS),Female,3.88,Team 1
G-28,3735,Sophie Chen,CoB (NBS),Female,4.17,Team 1
G-28,3182,Rylan King,SoH,Male,04.05,Team 1
G-28,2738,Mark Johnson,ASE,Male,4.18,Team 2
G-28,361,Bilal Zafar,SoH,Male,04.08,Team 2
G-28,772,Nazia Rehman,SSS,Female,04.06,Team 2
G-28,4827,Liam Lewis,WKW SCI,Male,4.17,Team 2
G-28,1477,Nina Chang,CoB (NBS),Female,3.88,Team 2
G-28,859,Raymond Ho,CoB (NBS),Male,04.02,Team 3
G-28,3446,Lina Abdullah,SoH,Female,4,Team 3
G-28,4865,Chloe Wilson,MSE,Female,04.08,Team 3
G-28,524,Xander Lawson,CCDS,Male,4.26,Team 3
G-28,5490,Alana Tan,CoE,Female,4,Team 3
G-28,4649,Nur Fatimah,MAE,Female,04.04,Team 4
G-28,5958,Sebastian Wright,CEE,Male,4,Team 4
G-28,3880,Xiangrong,CoB (NBS),Male,4.1,Team 4
G-28,4316,Savannah Cooper,CoB (NBS),Female,04.04,Team 4
G-28,5424,Ria Patel,EEE,Female,4.19,Team 4
G-28,4313,Aubrey Morgan,CCEB,Female,3.9,Team 5
G-28,3096,Victor Andreyev,EEE,Male,4.12,Team 5
G-28,3156,Arif Hussain,CoB (NBS),Male,4.1,Team 5
G-28,4780,Zoe Ali,SoH,Female,4.19,Team 5
G-28,5579,Julian Li,MAE,Male,4.1,Team 5
G-28,2080,Lily Cook,SSS,Female,4.18,Team 6
G-28,2705,Ming Feng Tan,MAE,Male,04.05,Team 6
G-28,4358,Mason Reyes,SoH,Male,3.92,Team 6
G-28,3879,Camille Chen,CCEB,Female,4.14,Team 6
G-28,525,Stella Chang,CoB (NBS),Female,4.12,Team 6
G-28,725,Eddie Cheung,SPMS,Male,04.02,Team 7
